fact_id,pair_type,n_variants,n_correct,n_wrong
cf_4689,correct_wrong,2,1,1
cf_4694,correct_correct,2,2,0
cf_4704,correct_correct,2,2,0
cf_4707,wrong_wrong,2,0,2
cf_4723,wrong_wrong,2,0,2
cf_4727,correct_wrong,2,1,1
cf_4739,wrong_wrong,2,0,2
cf_4741,wrong_wrong,2,0,2
cf_4770,correct_wrong,2,1,1
cf_4785,correct_wrong,2,1,1
cf_4798,correct_wrong,2,1,1
cf_4828,wrong_wrong,2,0,2
cf_483,wrong_wrong,2,0,2
cf_4835,wrong_wrong,2,0,2
cf_4839,correct_correct,2,2,0
cf_4852,wrong_wrong,2,0,2
cf_486,correct_wrong,2,1,1
cf_4860,wrong_wrong,2,0,2
cf_4869,correct_wrong,2,1,1
cf_4880,wrong_wrong,2,0,2
cf_4882,wrong_wrong,2,0,2
cf_4884,wrong_wrong,2,0,2
cf_4888,correct_wrong,2,1,1
cf_4899,wrong_wrong,2,0,2
cf_4927,correct_wrong,2,1,1
cf_4942,wrong_wrong,2,0,2
cf_4943,correct_correct,2,2,0
cf_4946,correct_correct,2,2,0
cf_4971,wrong_wrong,2,0,2
cf_4984,correct_wrong,2,1,1
cf_4993,wrong_wrong,2,0,2
cf_5001,wrong_wrong,2,0,2
cf_5007,wrong_wrong,2,0,2
cf_5008,correct_wrong,2,1,1
cf_5009,wrong_wrong,2,0,2
cf_5013,correct_wrong,2,1,1
cf_5014,wrong_wrong,2,0,2
cf_502,wrong_wrong,2,0,2
cf_5027,wrong_wrong,2,0,2
cf_5045,correct_wrong,2,1,1
cf_5052,wrong_wrong,2,0,2
cf_5054,wrong_wrong,2,0,2
cf_5058,wrong_wrong,2,0,2
cf_5063,wrong_wrong,2,0,2
cf_5064,correct_wrong,2,1,1
cf_5070,wrong_wrong,2,0,2
cf_5072,wrong_wrong,2,0,2
cf_5077,correct_wrong,2,1,1
cf_5093,correct_wrong,2,1,1
cf_5094,correct_wrong,2,1,1
cf_5098,correct_correct,2,2,0
cf_51,correct_wrong,2,1,1
cf_5129,wrong_wrong,2,0,2
cf_5146,wrong_wrong,2,0,2
cf_5157,wrong_wrong,2,0,2
cf_5158,wrong_wrong,2,0,2
cf_5161,correct_correct,2,2,0
cf_5169,wrong_wrong,2,0,2
cf_517,correct_correct,2,2,0
cf_5176,correct_wrong,2,1,1
cf_5179,correct_wrong,2,1,1
cf_5182,wrong_wrong,2,0,2
cf_5189,correct_correct,2,2,0
cf_5201,wrong_wrong,2,0,2
cf_5215,wrong_wrong,2,0,2
cf_5216,wrong_wrong,2,0,2
cf_5221,wrong_wrong,2,0,2
cf_5231,wrong_wrong,2,0,2
cf_5233,wrong_wrong,2,0,2
cf_5242,wrong_wrong,2,0,2
cf_5253,correct_correct,2,2,0
cf_5269,wrong_wrong,2,0,2
cf_5293,wrong_wrong,2,0,2
cf_5294,wrong_wrong,2,0,2
cf_5307,correct_correct,2,2,0
cf_5310,wrong_wrong,2,0,2
cf_5316,wrong_wrong,2,0,2
cf_532,wrong_wrong,2,0,2
cf_5324,wrong_wrong,2,0,2
cf_5329,correct_wrong,2,1,1
cf_5354,wrong_wrong,2,0,2
cf_5366,wrong_wrong,2,0,2
cf_538,wrong_wrong,2,0,2
cf_5391,correct_correct,2,2,0
cf_5394,correct_correct,2,2,0
cf_5395,correct_wrong,2,1,1
cf_5408,correct_wrong,2,1,1
cf_5410,correct_correct,2,2,0
cf_5424,wrong_wrong,2,0,2
cf_5436,wrong_wrong,2,0,2
cf_5449,wrong_wrong,2,0,2
cf_5451,correct_correct,2,2,0
cf_5460,correct_wrong,2,1,1
cf_5498,wrong_wrong,2,0,2
cf_55,wrong_wrong,2,0,2
cf_5509,wrong_wrong,2,0,2
cf_5525,wrong_wrong,2,0,2
cf_5560,correct_correct,2,2,0
cf_5570,wrong_wrong,2,0,2
cf_5607,wrong_wrong,2,0,2
cf_5609,correct_wrong,2,1,1
cf_5631,wrong_wrong,2,0,2
cf_565,wrong_wrong,2,0,2
cf_5654,wrong_wrong,2,0,2
cf_5657,wrong_wrong,2,0,2
cf_5685,wrong_wrong,2,0,2
cf_5695,wrong_wrong,2,0,2
cf_5702,wrong_wrong,2,0,2
cf_5704,correct_wrong,2,1,1
cf_5709,wrong_wrong,2,0,2
cf_5717,correct_correct,2,2,0
cf_5736,correct_correct,2,2,0
cf_5737,correct_correct,2,2,0
cf_5740,correct_correct,2,2,0
cf_5755,wrong_wrong,2,0,2
cf_5757,wrong_wrong,2,0,2
cf_5763,correct_correct,2,2,0
cf_5771,correct_correct,2,2,0
cf_5801,wrong_wrong,2,0,2
cf_5804,wrong_wrong,2,0,2
cf_5851,correct_correct,2,2,0
cf_5854,wrong_wrong,2,0,2
cf_5877,wrong_wrong,2,0,2
cf_5879,correct_wrong,2,1,1
cf_5900,correct_wrong,2,1,1
cf_5906,wrong_wrong,2,0,2
cf_5911,wrong_wrong,2,0,2
cf_5913,correct_wrong,2,1,1
cf_5925,correct_wrong,2,1,1
cf_5944,correct_wrong,2,1,1
cf_5947,wrong_wrong,2,0,2
cf_5954,wrong_wrong,2,0,2
cf_5958,wrong_wrong,2,0,2
cf_5962,wrong_wrong,2,0,2
cf_597,wrong_wrong,2,0,2
cf_5972,correct_wrong,2,1,1
cf_6012,correct_correct,2,2,0
cf_6041,wrong_wrong,2,0,2
cf_6066,correct_wrong,2,1,1
cf_6089,wrong_wrong,2,0,2
cf_6096,wrong_wrong,2,0,2
cf_6121,correct_wrong,2,1,1
cf_6137,wrong_wrong,2,0,2
cf_614,wrong_wrong,2,0,2
cf_6146,wrong_wrong,2,0,2
cf_6168,wrong_wrong,2,0,2
cf_6181,wrong_wrong,2,0,2
cf_6219,wrong_wrong,2,0,2
cf_622,wrong_wrong,2,0,2
cf_6220,wrong_wrong,2,0,2
cf_6222,correct_correct,2,2,0
cf_6228,wrong_wrong,2,0,2
cf_6230,correct_wrong,2,1,1
cf_6232,wrong_wrong,2,0,2
cf_6239,wrong_wrong,2,0,2
cf_6245,wrong_wrong,2,0,2
cf_6260,wrong_wrong,2,0,2
cf_6262,correct_wrong,2,1,1
cf_6276,wrong_wrong,2,0,2
cf_6278,wrong_wrong,2,0,2
cf_6286,wrong_wrong,2,0,2
cf_6291,correct_wrong,2,1,1
cf_6300,wrong_wrong,2,0,2
cf_6310,wrong_wrong,2,0,2
cf_6328,wrong_wrong,2,0,2
cf_635,wrong_wrong,2,0,2
cf_6353,correct_wrong,2,1,1
cf_6357,correct_correct,2,2,0
cf_6360,wrong_wrong,2,0,2
cf_6371,wrong_wrong,2,0,2
cf_6378,wrong_wrong,2,0,2
cf_638,correct_correct,2,2,0
cf_640,correct_correct,2,2,0
cf_6432,wrong_wrong,2,0,2
cf_6456,wrong_wrong,2,0,2
cf_6464,correct_correct,2,2,0
cf_6482,wrong_wrong,2,0,2
cf_6498,correct_wrong,2,1,1
cf_6515,correct_wrong,2,1,1
cf_6517,correct_wrong,2,1,1
cf_6522,correct_wrong,2,1,1
cf_6525,correct_correct,2,2,0
cf_6527,correct_wrong,2,1,1
cf_6532,wrong_wrong,2,0,2
cf_6536,wrong_wrong,2,0,2
cf_6539,wrong_wrong,2,0,2
cf_6543,wrong_wrong,2,0,2
cf_6559,wrong_wrong,2,0,2
cf_6579,wrong_wrong,2,0,2
cf_6585,wrong_wrong,2,0,2
cf_6591,correct_correct,2,2,0
cf_6605,wrong_wrong,2,0,2
cf_666,wrong_wrong,2,0,2
cf_667,correct_wrong,2,1,1
cf_6670,wrong_wrong,2,0,2
cf_6671,wrong_wrong,2,0,2
cf_6685,wrong_wrong,2,0,2
cf_6693,wrong_wrong,2,0,2
cf_6698,wrong_wrong,2,0,2
cf_6724,correct_wrong,2,1,1
cf_6777,wrong_wrong,2,0,2
cf_6788,wrong_wrong,2,0,2
cf_679,wrong_wrong,2,0,2
cf_6808,correct_correct,2,2,0
cf_683,wrong_wrong,2,0,2
cf_6865,wrong_wrong,2,0,2
cf_6883,correct_correct,2,2,0
cf_6887,correct_correct,2,2,0
cf_689,correct_wrong,2,1,1
cf_6901,wrong_wrong,2,0,2
cf_6907,wrong_wrong,2,0,2
cf_6913,wrong_wrong,2,0,2
cf_6914,wrong_wrong,2,0,2
cf_6921,wrong_wrong,2,0,2
cf_6935,correct_wrong,2,1,1
cf_6940,wrong_wrong,2,0,2
cf_6950,correct_correct,2,2,0
cf_6967,wrong_wrong,2,0,2
cf_6971,correct_wrong,2,1,1
cf_6984,wrong_wrong,2,0,2
cf_699,wrong_wrong,2,0,2
cf_70,wrong_wrong,2,0,2
cf_7002,wrong_wrong,2,0,2
cf_7004,wrong_wrong,2,0,2
cf_7010,wrong_wrong,2,0,2
cf_7018,wrong_wrong,2,0,2
cf_7020,wrong_wrong,2,0,2
cf_7031,wrong_wrong,2,0,2
cf_7045,correct_wrong,2,1,1
cf_7049,correct_wrong,2,1,1
cf_7055,correct_wrong,2,1,1
cf_7063,wrong_wrong,2,0,2
cf_7066,wrong_wrong,2,0,2
cf_7076,correct_wrong,2,1,1
cf_7090,wrong_wrong,2,0,2
cf_7119,wrong_wrong,2,0,2
cf_7133,wrong_wrong,2,0,2
cf_7142,wrong_wrong,2,0,2
cf_7164,wrong_wrong,2,0,2
cf_7170,wrong_wrong,2,0,2
cf_7176,correct_correct,2,2,0
cf_718,correct_correct,2,2,0
cf_7186,wrong_wrong,2,0,2
cf_7190,wrong_wrong,2,0,2
cf_7196,wrong_wrong,2,0,2
cf_7216,wrong_wrong,2,0,2
cf_7223,wrong_wrong,2,0,2
cf_7225,wrong_wrong,2,0,2
cf_7226,correct_wrong,2,1,1
cf_7253,wrong_wrong,2,0,2
cf_7259,correct_correct,2,2,0
cf_7260,wrong_wrong,2,0,2
cf_7261,correct_correct,2,2,0
cf_7275,correct_wrong,2,1,1
cf_7288,wrong_wrong,2,0,2
cf_7304,wrong_wrong,2,0,2
cf_7314,correct_wrong,2,1,1
cf_7347,correct_wrong,2,1,1
cf_7348,wrong_wrong,2,0,2
cf_7357,correct_correct,2,2,0
cf_7361,wrong_wrong,2,0,2
cf_7362,wrong_wrong,2,0,2
cf_7366,wrong_wrong,2,0,2
cf_7388,wrong_wrong,2,0,2
cf_7392,wrong_wrong,2,0,2
cf_7395,correct_wrong,2,1,1
cf_7410,wrong_wrong,2,0,2
cf_7423,wrong_wrong,2,0,2
cf_7454,wrong_wrong,2,0,2
cf_7457,correct_wrong,2,1,1
cf_7467,wrong_wrong,2,0,2
cf_7487,wrong_wrong,2,0,2
cf_7501,wrong_wrong,2,0,2
cf_7505,correct_wrong,2,1,1
cf_7540,correct_correct,2,2,0
cf_7554,wrong_wrong,2,0,2
cf_7577,correct_correct,2,2,0
cf_7585,wrong_wrong,2,0,2
cf_759,correct_correct,2,2,0
cf_7608,wrong_wrong,2,0,2
cf_7623,correct_wrong,2,1,1
cf_7628,correct_wrong,2,1,1
cf_7634,correct_correct,2,2,0
cf_7648,wrong_wrong,2,0,2
cf_7653,wrong_wrong,2,0,2
cf_7661,correct_correct,2,2,0
cf_7667,wrong_wrong,2,0,2
cf_7683,wrong_wrong,2,0,2
cf_7692,wrong_wrong,2,0,2
cf_7693,correct_wrong,2,1,1
cf_7696,correct_correct,2,2,0
cf_7707,wrong_wrong,2,0,2
cf_7725,correct_correct,2,2,0
cf_7733,correct_correct,2,2,0
cf_7736,wrong_wrong,2,0,2
cf_7742,correct_correct,2,2,0
cf_7745,correct_correct,2,2,0
cf_775,correct_wrong,2,1,1
cf_7757,wrong_wrong,2,0,2
cf_7772,wrong_wrong,2,0,2
cf_7783,wrong_wrong,2,0,2
cf_7786,wrong_wrong,2,0,2
cf_7796,wrong_wrong,2,0,2
cf_7798,wrong_wrong,2,0,2
cf_7813,wrong_wrong,2,0,2
cf_7816,correct_correct,2,2,0
cf_7821,wrong_wrong,2,0,2
cf_7825,correct_wrong,2,1,1
cf_7837,wrong_wrong,2,0,2
cf_7839,wrong_wrong,2,0,2
cf_7841,wrong_wrong,2,0,2
cf_7846,wrong_wrong,2,0,2
cf_7859,correct_wrong,2,1,1
cf_7874,wrong_wrong,2,0,2
cf_7882,wrong_wrong,2,0,2
cf_7888,wrong_wrong,2,0,2
cf_7891,correct_wrong,2,1,1
cf_7892,correct_wrong,2,1,1
cf_7901,correct_wrong,2,1,1
cf_7908,wrong_wrong,2,0,2
cf_7921,correct_wrong,2,1,1
cf_7927,wrong_wrong,2,0,2
cf_7957,wrong_wrong,2,0,2
cf_7962,wrong_wrong,2,0,2
cf_7972,wrong_wrong,2,0,2
cf_7981,wrong_wrong,2,0,2
cf_7986,wrong_wrong,2,0,2
cf_7990,correct_correct,2,2,0
cf_7994,wrong_wrong,2,0,2
cf_800,correct_correct,2,2,0
cf_8001,wrong_wrong,2,0,2
cf_8004,wrong_wrong,2,0,2
cf_8021,wrong_wrong,2,0,2
cf_8023,correct_wrong,2,1,1
cf_8024,correct_correct,2,2,0
cf_8044,correct_wrong,2,1,1
cf_8067,wrong_wrong,2,0,2
cf_8081,wrong_wrong,2,0,2
cf_8101,correct_wrong,2,1,1
cf_8102,correct_correct,2,2,0
cf_8118,wrong_wrong,2,0,2
cf_812,wrong_wrong,2,0,2
cf_8123,correct_wrong,2,1,1
cf_8131,correct_correct,2,2,0
cf_8132,wrong_wrong,2,0,2
cf_8135,correct_correct,2,2,0
cf_8147,wrong_wrong,2,0,2
cf_8165,wrong_wrong,2,0,2
cf_8176,correct_correct,2,2,0
cf_8179,wrong_wrong,2,0,2
cf_8185,correct_wrong,2,1,1
cf_819,correct_wrong,2,1,1
cf_8192,correct_wrong,2,1,1
cf_8195,correct_wrong,2,1,1
cf_820,wrong_wrong,2,0,2
cf_8204,correct_wrong,2,1,1
cf_8211,correct_correct,2,2,0
cf_8212,wrong_wrong,2,0,2
cf_8213,correct_correct,2,2,0
cf_8228,correct_correct,2,2,0
cf_8237,correct_wrong,2,1,1
cf_8238,wrong_wrong,2,0,2
cf_8257,correct_wrong,2,1,1
cf_8266,wrong_wrong,2,0,2
cf_8270,wrong_wrong,2,0,2
cf_8273,wrong_wrong,2,0,2
cf_8300,correct_correct,2,2,0
cf_8311,wrong_wrong,2,0,2
cf_8322,correct_correct,2,2,0
cf_8346,wrong_wrong,2,0,2
cf_8352,wrong_wrong,2,0,2
cf_8366,wrong_wrong,2,0,2
cf_8372,wrong_wrong,2,0,2
cf_8386,wrong_wrong,2,0,2
cf_8387,wrong_wrong,2,0,2
cf_8396,wrong_wrong,2,0,2
cf_84,correct_wrong,2,1,1
cf_841,wrong_wrong,2,0,2
cf_8420,correct_correct,2,2,0
cf_844,correct_wrong,2,1,1
cf_8465,correct_wrong,2,1,1
cf_847,wrong_wrong,2,0,2
cf_849,wrong_wrong,2,0,2
cf_8493,correct_correct,2,2,0
cf_8524,correct_wrong,2,1,1
cf_8529,correct_correct,2,2,0
cf_8544,wrong_wrong,2,0,2
cf_8559,wrong_wrong,2,0,2
cf_8577,wrong_wrong,2,0,2
cf_8583,wrong_wrong,2,0,2
cf_8590,correct_correct,2,2,0
cf_860,correct_correct,2,2,0
cf_8609,wrong_wrong,2,0,2
cf_861,correct_correct,2,2,0
cf_8630,wrong_wrong,2,0,2
cf_8650,wrong_wrong,2,0,2
cf_8665,correct_wrong,2,1,1
cf_8666,correct_wrong,2,1,1
cf_8667,wrong_wrong,2,0,2
cf_8668,correct_wrong,2,1,1
cf_8671,correct_wrong,2,1,1
cf_8672,wrong_wrong,2,0,2
cf_8679,correct_wrong,2,1,1
cf_8684,wrong_wrong,2,0,2
cf_8685,correct_wrong,2,1,1
cf_869,wrong_wrong,2,0,2
cf_8690,wrong_wrong,2,0,2
cf_8695,wrong_wrong,2,0,2
cf_8698,wrong_wrong,2,0,2
cf_87,wrong_wrong,2,0,2
cf_8703,correct_correct,2,2,0
cf_8704,correct_correct,2,2,0
cf_873,wrong_wrong,2,0,2
cf_8739,wrong_wrong,2,0,2
cf_8742,correct_wrong,2,1,1
cf_8743,wrong_wrong,2,0,2
cf_8748,wrong_wrong,2,0,2
cf_8750,correct_correct,2,2,0
cf_8754,wrong_wrong,2,0,2
cf_8763,wrong_wrong,2,0,2
cf_8764,wrong_wrong,2,0,2
cf_8773,wrong_wrong,2,0,2
cf_8794,correct_wrong,2,1,1
cf_883,wrong_wrong,2,0,2
cf_8831,correct_correct,2,2,0
cf_8845,correct_wrong,2,1,1
cf_8850,correct_wrong,2,1,1
cf_8877,wrong_wrong,2,0,2
cf_888,correct_correct,2,2,0
cf_8903,wrong_wrong,2,0,2
cf_8916,wrong_wrong,2,0,2
cf_8920,wrong_wrong,2,0,2
cf_8924,wrong_wrong,2,0,2
cf_8930,wrong_wrong,2,0,2
cf_8938,wrong_wrong,2,0,2
cf_8943,correct_correct,2,2,0
cf_8951,correct_wrong,2,1,1
cf_8952,correct_wrong,2,1,1
cf_8954,wrong_wrong,2,0,2
cf_8959,wrong_wrong,2,0,2
cf_8988,wrong_wrong,2,0,2
cf_8993,wrong_wrong,2,0,2
cf_8994,wrong_wrong,2,0,2
cf_8996,correct_correct,2,2,0
cf_8998,wrong_wrong,2,0,2
cf_9000,correct_correct,2,2,0
cf_9011,wrong_wrong,2,0,2
cf_9012,correct_wrong,2,1,1
cf_904,correct_correct,2,2,0
cf_9040,correct_correct,2,2,0
cf_9052,wrong_wrong,2,0,2
cf_9060,correct_correct,2,2,0
cf_9066,wrong_wrong,2,0,2
cf_9085,correct_wrong,2,1,1
cf_9086,correct_wrong,2,1,1
cf_9105,correct_correct,2,2,0
cf_9108,correct_wrong,2,1,1
cf_9114,wrong_wrong,2,0,2
cf_9115,wrong_wrong,2,0,2
cf_9117,wrong_wrong,2,0,2
cf_9125,correct_wrong,2,1,1
cf_9127,wrong_wrong,2,0,2
cf_9128,wrong_wrong,2,0,2
cf_9129,correct_wrong,2,1,1
cf_9132,wrong_wrong,2,0,2
cf_9139,correct_correct,2,2,0
cf_9146,wrong_wrong,2,0,2
cf_9163,correct_wrong,2,1,1
cf_9165,correct_wrong,2,1,1
cf_9166,wrong_wrong,2,0,2
cf_92,wrong_wrong,2,0,2
cf_9219,correct_correct,2,2,0
cf_923,wrong_wrong,2,0,2
cf_9232,wrong_wrong,2,0,2
cf_9233,correct_wrong,2,1,1
cf_9264,correct_correct,2,2,0
cf_9268,wrong_wrong,2,0,2
cf_9269,wrong_wrong,2,0,2
cf_9273,correct_correct,2,2,0
cf_9281,wrong_wrong,2,0,2
cf_929,wrong_wrong,2,0,2
cf_9299,wrong_wrong,2,0,2
cf_9307,wrong_wrong,2,0,2
cf_9310,wrong_wrong,2,0,2
cf_9317,wrong_wrong,2,0,2
cf_9336,wrong_wrong,2,0,2
cf_9338,wrong_wrong,2,0,2
cf_9340,correct_wrong,2,1,1
cf_9347,correct_wrong,2,1,1
cf_9357,wrong_wrong,2,0,2
cf_9362,wrong_wrong,2,0,2
cf_9363,correct_wrong,2,1,1
cf_9375,wrong_wrong,2,0,2
cf_9378,correct_correct,2,2,0
cf_940,wrong_wrong,2,0,2
cf_9400,correct_correct,2,2,0
cf_9401,wrong_wrong,2,0,2
cf_9406,wrong_wrong,2,0,2
cf_9416,correct_correct,2,2,0
cf_9425,wrong_wrong,2,0,2
cf_9438,correct_correct,2,2,0
cf_9440,wrong_wrong,2,0,2
cf_9444,correct_correct,2,2,0
cf_945,correct_wrong,2,1,1
cf_9456,correct_wrong,2,1,1
cf_9457,wrong_wrong,2,0,2
cf_948,wrong_wrong,2,0,2
cf_9482,wrong_wrong,2,0,2
cf_9484,wrong_wrong,2,0,2
cf_9486,wrong_wrong,2,0,2
cf_9491,wrong_wrong,2,0,2
cf_9509,wrong_wrong,2,0,2
cf_951,wrong_wrong,2,0,2
cf_9514,wrong_wrong,2,0,2
cf_9543,correct_wrong,2,1,1
cf_9544,wrong_wrong,2,0,2
cf_9563,wrong_wrong,2,0,2
cf_9572,wrong_wrong,2,0,2
cf_9606,correct_correct,2,2,0
cf_9613,correct_correct,2,2,0
cf_9615,wrong_wrong,2,0,2
cf_9617,correct_correct,2,2,0
cf_9626,correct_correct,2,2,0
cf_9641,correct_wrong,2,1,1
cf_9663,wrong_wrong,2,0,2
cf_9670,wrong_wrong,2,0,2
cf_9671,correct_wrong,2,1,1
cf_9674,wrong_wrong,2,0,2
cf_9687,correct_wrong,2,1,1
cf_9688,wrong_wrong,2,0,2
cf_9692,wrong_wrong,2,0,2
cf_9695,wrong_wrong,2,0,2
cf_9707,correct_correct,2,2,0
cf_9722,wrong_wrong,2,0,2
cf_9743,correct_wrong,2,1,1
cf_9746,correct_wrong,2,1,1
cf_976,wrong_wrong,2,0,2
cf_9779,wrong_wrong,2,0,2
cf_9783,correct_correct,2,2,0
cf_9784,correct_wrong,2,1,1
cf_9802,correct_wrong,2,1,1
cf_9805,correct_wrong,2,1,1
cf_9810,correct_correct,2,2,0
cf_9812,correct_wrong,2,1,1
cf_9828,correct_wrong,2,1,1
cf_9830,wrong_wrong,2,0,2
cf_9840,wrong_wrong,2,0,2
cf_9861,correct_wrong,2,1,1
cf_9868,wrong_wrong,2,0,2
cf_9876,correct_wrong,2,1,1
cf_9882,wrong_wrong,2,0,2
cf_9883,correct_wrong,2,1,1
cf_9899,wrong_wrong,2,0,2
cf_9902,wrong_wrong,2,0,2
cf_9904,correct_correct,2,2,0
cf_9912,correct_wrong,2,1,1
cf_992,wrong_wrong,2,0,2
cf_9922,wrong_wrong,2,0,2
cf_9956,wrong_wrong,2,0,2
cf_9957,wrong_wrong,2,0,2
cf_9964,wrong_wrong,2,0,2
cf_9965,correct_wrong,2,1,1
cf_9973,wrong_wrong,2,0,2
